region,crop,year,target_yield_centner_per_ha,sown_area,gross_harvest,dry_days_04,dry_days_05,dry_days_06,dry_days_07,dry_days_08,dry_days_09,hot_days_04,hot_days_05,hot_days_06,hot_days_07,hot_days_08,hot_days_09,humidity_mean_04,humidity_mean_05,humidity_mean_06,humidity_mean_07,humidity_mean_08,humidity_mean_09,precip_sum_04,precip_sum_05,precip_sum_06,precip_sum_07,precip_sum_08,precip_sum_09,rain_days_04,rain_days_05,rain_days_06,rain_days_07,rain_days_08,rain_days_09,rain_sum_04,rain_sum_05,rain_sum_06,rain_sum_07,rain_sum_08,rain_sum_09,temp_max_04,temp_max_05,temp_max_06,temp_max_07,temp_max_08,temp_max_09,temp_mean_04,temp_mean_05,temp_mean_06,temp_mean_07,temp_mean_08,temp_mean_09,temp_min_04,temp_min_05,temp_min_06,temp_min_07,temp_min_08,temp_min_09,season_temp_mean,season_temp_max,season_temp_min,season_precip_sum,season_rain_sum,season_humidity_mean,season_hot_days,season_dry_days,season_rain_days,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Агинский Бурятский округ (Забайкальский край),помидоры,2004,50.0,,,27.0,26.0,25.0,23.0,27.0,22.0,0.0,2.0,17.0,19.0,8.0,0.0,39.07,47.42,43.4,45.0,58.77,61.53,9.8,23.7,9.8,58.5,48.8,58.8,3.0,5.0,5.0,8.0,4.0,8.0,3.7,20.5,9.8,58.5,48.8,58.8,17.4,30.2,33.9,37.4,32.2,25.3,2.8,9.36,21.36,22.48,17.66,10.72,-7.2,-2.5,5.7,7.2,5.9,-2.5,14.1,37.4,-7.2,209.4,200.1,49.22,46,150,33,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),помидоры,2005,59.3,,,21.0,22.0,18.0,20.0,25.0,23.0,0.0,0.0,8.0,10.0,12.0,0.0,43.97,52.26,57.2,65.71,53.77,62.83,35.7,55.2,59.1,67.8,27.2,55.4,9.0,9.0,12.0,11.0,6.0,7.0,10.6,46.9,59.1,67.8,27.2,54.7,18.9,25.8,32.2,32.5,35.1,24.6,2.37,9.67,18.36,20.55,19.21,11.35,-9.3,-3.8,5.5,12.0,3.8,-0.8,13.63,35.1,-9.3,300.4,266.3,55.98,30,129,54,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),помидоры,2006,65.4,,,22.0,25.0,17.0,24.0,21.0,23.0,0.0,1.0,5.0,15.0,7.0,0.0,40.6,41.94,60.9,52.58,60.77,59.9,27.3,33.0,58.6,24.7,63.8,34.4,8.0,6.0,13.0,7.0,10.0,7.0,1.0,23.1,58.6,24.7,63.8,34.4,16.0,27.2,30.8,31.3,33.3,26.8,-0.23,9.82,16.23,21.24,17.38,11.36,-16.4,-2.6,3.5,9.1,4.2,-0.8,12.69,33.3,-16.4,241.8,205.6,52.77,28,132,51,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),просо,2003,20.3,0.0,,28.0,29.0,23.0,18.0,17.0,22.0,0.0,0.0,7.0,10.0,0.0,0.0,39.27,37.29,46.1,62.23,72.61,68.4,11.8,5.8,16.7,72.8,94.7,43.6,2.0,2.0,7.0,13.0,14.0,8.0,0.8,5.8,16.7,72.8,94.7,43.6,25.5,26.3,32.0,30.2,24.7,19.6,3.88,10.88,18.18,19.9,15.21,9.04,-5.8,-3.8,3.2,7.9,3.0,-0.7,12.89,32.0,-5.8,245.4,234.4,54.37,17,137,46,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),просо,2004,7.6,0.03,,27.0,26.0,25.0,23.0,27.0,22.0,0.0,2.0,17.0,19.0,8.0,0.0,39.07,47.42,43.4,45.0,58.77,61.53,9.8,23.7,9.8,58.5,48.8,58.8,3.0,5.0,5.0,8.0,4.0,8.0,3.7,20.5,9.8,58.5,48.8,58.8,17.4,30.2,33.9,37.4,32.2,25.3,2.8,9.36,21.36,22.48,17.66,10.72,-7.2,-2.5,5.7,7.2,5.9,-2.5,14.1,37.4,-7.2,209.4,200.1,49.22,46,150,33,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),просо,2005,0.4,0.05,,21.0,22.0,18.0,20.0,25.0,23.0,0.0,0.0,8.0,10.0,12.0,0.0,43.97,52.26,57.2,65.71,53.77,62.83,35.7,55.2,59.1,67.8,27.2,55.4,9.0,9.0,12.0,11.0,6.0,7.0,10.6,46.9,59.1,67.8,27.2,54.7,18.9,25.8,32.2,32.5,35.1,24.6,2.37,9.67,18.36,20.55,19.21,11.35,-9.3,-3.8,5.5,12.0,3.8,-0.8,13.63,35.1,-9.3,300.4,266.3,55.98,30,129,54,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2000,12.6,10.85,,28.0,26.0,20.0,17.0,21.0,20.0,0.0,1.0,16.0,5.0,5.0,0.0,37.67,45.0,59.37,66.94,72.1,64.87,7.0,21.7,67.0,121.1,39.0,45.2,2.0,5.0,10.0,14.0,10.0,10.0,1.4,21.7,67.0,121.1,39.0,45.2,23.4,29.8,33.4,32.0,28.3,26.3,4.05,12.88,19.86,19.94,17.69,10.91,-8.5,-1.0,8.0,11.7,7.7,-3.3,14.27,33.4,-8.5,301.0,295.4,57.72,27,132,51,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2001,8.5,12.42,,23.0,24.0,25.0,19.0,19.0,21.0,0.0,3.0,17.0,14.0,8.0,1.0,45.07,49.0,47.5,62.48,72.77,67.8,25.1,32.0,26.4,68.1,95.0,50.1,7.0,7.0,5.0,12.0,12.0,9.0,14.0,11.9,26.4,68.1,95.0,50.1,19.2,28.6,34.7,32.6,30.1,28.1,2.92,11.15,21.18,21.11,19.14,9.97,-8.1,-5.0,6.1,9.4,9.8,-2.9,14.29,34.7,-8.1,296.7,265.5,57.5,43,131,52,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2002,13.9,11.42,,24.0,24.0,19.0,21.0,24.0,26.0,0.0,0.0,7.0,13.0,11.0,0.0,59.67,59.71,62.83,66.71,58.77,59.2,74.8,67.7,56.9,78.0,45.8,13.9,6.0,7.0,11.0,10.0,7.0,4.0,12.6,59.4,56.9,78.0,45.8,10.7,16.4,25.6,30.0,36.2,32.6,25.9,0.31,11.45,18.14,21.75,20.24,11.51,-13.3,-2.5,7.7,10.0,7.2,-0.6,13.97,36.2,-13.3,337.1,263.4,61.16,31,138,45,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2003,15.1,11.15,,28.0,29.0,23.0,18.0,17.0,22.0,0.0,0.0,7.0,10.0,0.0,0.0,39.27,37.29,46.1,62.23,72.61,68.4,11.8,5.8,16.7,72.8,94.7,43.6,2.0,2.0,7.0,13.0,14.0,8.0,0.8,5.8,16.7,72.8,94.7,43.6,25.5,26.3,32.0,30.2,24.7,19.6,3.88,10.88,18.18,19.9,15.21,9.04,-5.8,-3.8,3.2,7.9,3.0,-0.7,12.89,32.0,-5.8,245.4,234.4,54.37,17,137,46,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2004,6.8,11.38,,27.0,26.0,25.0,23.0,27.0,22.0,0.0,2.0,17.0,19.0,8.0,0.0,39.07,47.42,43.4,45.0,58.77,61.53,9.8,23.7,9.8,58.5,48.8,58.8,3.0,5.0,5.0,8.0,4.0,8.0,3.7,20.5,9.8,58.5,48.8,58.8,17.4,30.2,33.9,37.4,32.2,25.3,2.8,9.36,21.36,22.48,17.66,10.72,-7.2,-2.5,5.7,7.2,5.9,-2.5,14.1,37.4,-7.2,209.4,200.1,49.22,46,150,33,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2005,10.6,10.95,,21.0,22.0,18.0,20.0,25.0,23.0,0.0,0.0,8.0,10.0,12.0,0.0,43.97,52.26,57.2,65.71,53.77,62.83,35.7,55.2,59.1,67.8,27.2,55.4,9.0,9.0,12.0,11.0,6.0,7.0,10.6,46.9,59.1,67.8,27.2,54.7,18.9,25.8,32.2,32.5,35.1,24.6,2.37,9.67,18.36,20.55,19.21,11.35,-9.3,-3.8,5.5,12.0,3.8,-0.8,13.63,35.1,-9.3,300.4,266.3,55.98,30,129,54,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2006,9.8,9.94,,22.0,25.0,17.0,24.0,21.0,23.0,0.0,1.0,5.0,15.0,7.0,0.0,40.6,41.94,60.9,52.58,60.77,59.9,27.3,33.0,58.6,24.7,63.8,34.4,8.0,6.0,13.0,7.0,10.0,7.0,1.0,23.1,58.6,24.7,63.8,34.4,16.0,27.2,30.8,31.3,33.3,26.8,-0.23,9.82,16.23,21.24,17.38,11.36,-16.4,-2.6,3.5,9.1,4.2,-0.8,12.69,33.3,-16.4,241.8,205.6,52.77,28,132,51,,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),пшеница яровая,2007,11.0,9.57,,28.0,26.0,21.0,22.0,23.0,26.0,0.0,0.0,11.0,18.0,15.0,4.0,37.67,43.97,47.27,54.65,57.77,55.07,3.5,52.4,59.1,35.5,85.9,8.9,2.0,5.0,9.0,9.0,8.0,4.0,1.7,38.8,59.1,35.5,85.9,8.9,24.1,26.6,36.6,35.0,32.7,28.2,4.31,11.67,19.23,21.93,20.36,13.45,-12.6,-0.6,5.7,9.7,6.1,1.8,15.2,36.6,-12.6,245.3,229.9,49.44,48,146,37,,,,,,,,,,,,,,,,
Алтайский край,горох,2000,16.7,63.62,1044.31,24.0,17.0,20.0,25.0,17.0,21.0,0.0,0.0,4.0,6.0,4.0,2.0,64.67,65.26,68.17,62.23,68.81,64.13,27.9,108.7,111.8,30.1,100.6,42.1,6.0,14.0,10.0,6.0,14.0,9.0,19.0,108.7,111.8,30.1,100.6,39.3,21.1,25.4,28.7,32.3,33.3,28.4,5.11,12.72,18.52,19.18,18.54,11.6,-8.1,-3.2,8.9,10.2,8.4,0.0,14.32,33.3,-8.1,421.2,409.5,65.54,16,124,59,,,,,,,,,,,,,,,,
Алтайский край,горох,2001,18.4,83.76,1511.43,20.0,27.0,16.0,20.0,23.0,22.0,0.0,8.0,4.0,3.0,5.0,0.0,70.77,58.77,69.13,70.48,64.61,66.77,47.2,35.2,91.2,66.9,46.9,26.9,10.0,4.0,14.0,11.0,8.0,8.0,25.1,35.2,91.2,66.9,46.9,26.9,17.4,31.8,29.0,29.7,31.3,25.8,1.83,15.72,18.73,17.59,19.12,11.31,-15.3,-3.4,9.9,8.3,9.4,0.7,14.11,31.8,-15.3,314.3,292.2,66.72,20,128,55,,,,,,,,,,,,,,,,
Алтайский край,горох,2002,14.2,101.53,1391.7,25.0,21.0,10.0,15.0,22.0,16.0,0.0,2.0,1.0,3.0,7.0,0.0,60.93,55.81,74.03,78.1,71.74,68.17,30.4,61.0,170.2,110.0,42.1,45.7,5.0,10.0,20.0,16.0,9.0,14.0,24.7,61.0,170.2,110.0,42.1,45.7,17.7,30.7,28.7,32.4,35.5,26.9,1.99,13.53,17.64,18.24,18.24,12.38,-13.5,-1.9,8.2,10.6,8.8,0.6,13.72,35.5,-13.5,459.4,453.7,68.14,13,109,74,,,,,,,,,,,,,,,,
Алтайский край,горох,2003,10.8,97.24,958.93,24.0,24.0,20.0,23.0,28.0,20.0,0.0,0.0,6.0,8.0,0.0,3.0,74.13,62.32,67.63,68.16,62.9,64.17,30.5,25.8,58.4,71.8,12.2,56.4,6.0,7.0,10.0,8.0,3.0,10.0,18.3,25.8,58.4,71.8,12.2,56.4,23.8,25.1,30.5,30.5,26.8,29.3,0.83,13.28,19.54,18.76,18.22,12.54,-12.9,-3.1,10.1,7.8,7.1,0.1,13.91,30.5,-12.9,255.1,242.9,66.52,17,139,44,,,,,,,,,,,,,,,,
Алтайский край,горох,2004,12.9,93.0,1186.63,17.0,22.0,22.0,22.0,22.0,19.0,0.0,8.0,6.0,2.0,2.0,0.0,71.57,55.55,59.83,72.42,67.19,67.73,92.1,27.3,70.0,78.7,65.7,50.1,13.0,9.0,8.0,9.0,9.0,11.0,82.0,27.3,70.0,78.7,65.7,41.3,17.0,34.0,32.2,27.1,30.7,25.4,2.33,15.55,19.63,19.23,16.91,11.03,-6.0,-4.8,6.0,8.4,6.8,-4.5,14.16,34.0,-6.0,383.9,365.0,65.7,18,124,59,,,,,,,,,,,,,,,,
Алтайский край,горох,2005,7.6,108.29,774.01,22.0,24.0,18.0,14.0,20.0,20.0,0.0,0.0,9.0,11.0,8.0,0.0,66.67,49.74,59.7,69.58,69.65,65.33,27.8,20.4,51.0,92.2,71.7,33.8,8.0,7.0,12.0,17.0,11.0,10.0,19.8,20.4,51.0,92.2,71.7,33.8,24.1,26.3,32.1,34.8,32.4,24.4,4.06,12.51,19.33,21.61,18.81,11.86,-10.0,-4.0,7.3,12.8,7.5,1.0,14.75,34.8,-10.0,296.9,288.9,63.44,28,118,65,,,,,,,,,,,,,,,,
Алтайский край,горох,2006,11.0,78.44,841.36,20.0,27.0,21.0,16.0,20.0,26.0,0.0,0.0,16.0,7.0,0.0,2.0,72.07,52.29,56.77,76.35,70.35,57.97,46.1,18.0,45.3,135.9,44.6,14.7,10.0,4.0,9.0,15.0,11.0,4.0,42.9,15.7,45.3,135.9,44.6,14.7,16.8,26.9,33.2,30.7,26.8,29.7,0.06,10.75,21.16,19.69,15.91,13.21,-14.1,-3.6,8.1,11.3,5.7,3.9,13.5,33.2,-14.1,304.6,299.1,64.33,25,130,53,,,,,,,,,,,,,,,,
Алтайский край,горох,2007,14.4,75.97,1078.1,26.0,13.0,17.0,14.0,21.0,21.0,0.0,0.0,3.0,14.0,7.0,4.0,69.07,64.42,70.53,73.19,70.03,64.33,10.6,109.0,96.2,87.6,44.6,20.1,4.0,18.0,13.0,17.0,10.0,9.0,10.6,108.8,96.2,87.6,44.6,20.1,23.3,26.9,29.5,31.7,28.7,31.3,7.02,13.02,15.96,21.92,17.12,13.4,-10.8,1.3,3.7,13.5,5.9,1.8,14.78,31.7,-10.8,368.1,367.9,68.61,28,112,71,,,,,,,,,,,,,,,,
Алтайский край,горох,2008,12.2,94.1,1074.41,21.0,23.0,14.0,24.0,22.0,23.0,0.0,4.0,6.0,13.0,5.0,0.0,63.17,59.26,65.27,65.52,65.23,72.37,52.4,28.2,59.1,46.2,53.3,49.0,9.0,8.0,16.0,7.0,9.0,7.0,15.8,28.2,59.1,46.2,53.3,48.8,21.4,31.8,32.8,36.2,32.4,24.9,3.4,13.25,18.93,21.71,17.69,9.73,-15.0,-2.9,8.9,11.8,7.4,0.2,14.17,36.2,-15.0,288.2,251.4,65.1,28,127,56,77496.0,7749.6,77496.0,47.0,47.0,47.0,138.0,13.0,63.0,1148.0,5836.0,33.0,15418.0,67.0,252.0,22649.0
Алтайский край,горох,2009,15.1,115.7,1717.34,22.0,18.0,16.0,17.0,21.0,24.0,0.0,2.0,1.0,8.0,1.0,0.0,69.2,59.39,68.87,70.06,71.65,64.97,34.0,51.2,55.0,77.4,63.3,32.1,8.0,13.0,14.0,14.0,10.0,6.0,32.1,51.2,55.0,77.4,63.3,32.1,19.6,29.2,27.2,31.4,27.8,22.9,5.03,12.81,15.07,19.67,17.74,12.04,-6.1,0.6,6.4,8.1,8.6,1.5,13.78,31.4,-6.1,313.0,311.1,67.35,12,118,65,53487.0,5348.7,115371.0,52.0,52.0,31.0,128.0,13.0,68.0,1077.0,5240.0,39.0,14156.0,65.0,249.0,20721.0
Алтайский край,горох,2010,14.8,113.95,1654.59,23.0,22.0,25.0,18.0,28.0,26.0,0.0,0.0,10.0,4.0,7.0,4.0,71.5,60.97,55.3,73.39,60.94,58.47,27.4,35.7,33.0,64.3,15.1,22.8,7.0,9.0,5.0,13.0,3.0,4.0,21.7,35.3,33.0,64.3,15.1,22.8,26.1,26.6,33.6,30.1,35.5,32.5,2.13,9.73,18.6,17.8,18.26,11.72,-15.9,-3.5,5.9,8.4,8.0,-0.5,13.08,35.5,-15.9,198.3,192.2,63.45,25,142,41,17200.0,1720.0,87574.0,43.0,43.0,15.0,116.0,11.0,63.0,1002.0,4791.0,31.0,13274.0,65.0,242.0,19288.0
Алтайский край,горох,2011,12.2,134.59,1599.22,21.0,24.0,21.0,26.0,19.0,26.0,0.0,2.0,10.0,9.0,4.0,1.0,69.7,55.52,62.33,58.87,64.65,58.27,50.8,30.0,42.2,26.4,44.2,16.0,9.0,7.0,9.0,5.0,12.0,4.0,25.0,29.8,42.2,26.4,44.2,16.0,25.6,28.9,30.2,31.7,33.2,27.4,7.06,11.94,20.65,19.13,17.39,12.65,-7.2,-3.2,11.3,8.7,7.1,1.3,14.83,33.2,-7.2,209.6,183.6,61.52,26,137,46,45967.18,4596.72,123323.38,50.0,50.0,35.0,107.0,6.0,57.0,959.0,4376.0,23.0,12341.0,65.0,231.0,17869.0
Алтайский край,горох,2012,9.4,136.84,1135.49,25.0,24.0,22.0,23.0,18.0,19.0,0.0,3.0,20.0,20.0,5.0,2.0,53.6,49.03,52.53,57.77,66.16,67.43,19.4,30.8,43.8,52.3,75.3,40.7,5.0,7.0,8.0,8.0,13.0,11.0,19.3,29.0,43.8,52.3,75.3,40.7,24.8,27.9,32.9,33.3,34.2,29.2,6.98,12.25,22.66,22.81,18.74,12.98,-7.6,-2.6,11.4,12.2,9.3,2.8,16.1,34.2,-7.6,262.3,260.4,57.75,50,131,52,21037.03,2103.7,113251.56,49.0,49.0,21.0,97.0,6.0,59.0,922.0,4097.0,26.0,11793.0,65.0,231.0,17000.0
Алтайский край,горох,2013,13.4,112.77,1413.66,24.0,15.0,22.0,14.0,15.0,21.0,0.0,0.0,1.0,5.0,1.0,0.0,73.7,65.71,66.2,72.9,76.58,71.87,30.7,116.2,38.0,101.9,102.1,22.2,6.0,16.0,8.0,17.0,16.0,9.0,27.1,113.4,38.0,101.9,102.1,22.2,21.1,25.0,29.1,30.3,28.3,26.5,3.71,9.35,15.2,19.57,18.13,10.67,-10.3,0.3,1.4,7.9,8.9,0.4,12.82,30.3,-10.3,411.1,404.7,71.17,7,111,72,12448.23,1244.82,63625.14,16.0,16.0,7.0,42.0,,,731.0,3448.0,4.0,10166.0,56.0,159.0,14391.0
Алтайский край,горох,2014,10.3,99.8,978.6,25.0,22.0,21.0,19.0,24.0,19.0,0.0,0.0,12.0,12.0,8.0,0.0,56.8,55.71,59.23,64.23,65.9,71.4,16.3,56.4,42.4,95.0,47.1,56.6,5.0,9.0,9.0,12.0,7.0,11.0,14.1,56.4,42.4,95.0,47.1,56.6,22.6,24.7,32.3,36.5,31.2,24.6,6.73,10.72,18.34,20.82,19.02,9.46,-6.2,-0.5,1.4,11.8,4.5,-0.1,14.22,36.5,-6.2,313.8,311.6,62.21,32,130,53,35620.33,3562.03,94199.0,16.0,16.0,10.0,43.0,,,705.0,3284.0,3.0,9760.0,55.0,161.0,13795.0
Алтайский край,горох,2015,12.5,95.1,1179.5,19.0,19.0,25.0,17.0,22.0,17.0,0.0,0.0,7.0,15.0,8.0,4.0,72.63,64.19,58.57,64.35,61.39,66.57,61.4,69.7,25.1,77.3,52.1,61.1,11.0,12.0,5.0,14.0,9.0,13.0,59.3,69.7,25.1,77.3,52.1,61.0,23.6,26.2,30.4,32.7,31.2,29.7,4.76,12.86,19.78,20.83,18.37,10.49,-10.4,-0.2,7.5,9.7,7.2,-2.4,14.56,32.7,-10.4,346.7,344.5,64.6,34,119,64,36245.09,3624.51,118105.0,19.0,19.0,14.0,38.0,,,598.0,2905.0,3.0,8703.0,54.0,152.0,12247.0
Алтайский край,горох,2016,15.7,100.03,1539.77,14.0,24.0,22.0,10.0,23.0,26.0,0.0,0.0,11.0,8.0,2.0,0.0,76.7,59.23,60.87,79.71,68.39,67.1,83.3,54.3,48.6,144.8,25.8,13.2,16.0,7.0,8.0,21.0,8.0,4.0,83.2,54.3,48.6,144.8,25.8,13.2,24.8,24.8,30.7,29.5,28.0,26.6,7.09,10.95,19.98,21.04,17.59,14.49,-4.6,-3.3,4.6,13.2,7.9,2.5,15.21,30.7,-4.6,370.0,369.9,68.67,21,119,64,140446.12,14044.61,287197.0,49.0,49.0,37.0,33.0,,,513.0,2795.0,,8295.0,54.0,146.0,11636.0
Алтайский край,горох,2017,16.0,103.37,1609.19,24.0,20.0,19.0,15.0,19.0,18.0,0.0,2.0,16.0,2.0,3.0,0.0,71.77,55.94,64.23,75.39,75.23,73.0,21.9,41.8,55.4,117.8,72.8,72.4,6.0,11.0,11.0,16.0,12.0,12.0,19.6,38.0,55.4,117.8,72.8,71.2,25.2,31.0,33.8,30.2,29.4,26.4,4.89,13.2,20.12,19.33,17.48,10.39,-12.3,-5.2,5.9,9.1,9.0,-0.3,14.27,33.8,-12.3,382.1,374.8,69.25,23,115,68,29430.0,2943.0,212163.0,23.0,23.0,15.0,33.0,,,474.0,2773.0,,8142.0,55.0,142.0,11422.0
Алтайский край,горох,2018,17.8,92.34,1625.05,24.0,8.0,22.0,20.0,26.0,20.0,0.0,0.0,12.0,7.0,6.0,0.0,67.53,67.35,66.4,69.81,66.81,68.1,23.1,133.6,33.8,65.0,14.8,40.3,6.0,23.0,8.0,11.0,5.0,10.0,21.5,128.3,33.8,65.0,14.8,40.3,19.6,26.9,31.7,29.6,29.9,24.1,3.71,8.79,20.01,19.3,18.17,12.03,-18.8,-2.6,6.4,10.0,8.5,0.5,13.7,31.7,-18.8,310.6,303.7,67.67,25,120,63,32971.0,3297.1,221450.0,26.0,26.0,15.0,29.0,,,451.0,2664.0,,7763.0,56.0,144.0,10907.0
Алтайский край,горох,2019,20.4,81.52,1653.75,21.0,23.0,20.0,24.0,21.0,22.0,0.0,1.0,6.0,9.0,10.0,0.0,61.37,46.16,62.77,67.29,66.84,66.27,45.7,27.4,48.7,50.9,37.3,31.6,9.0,8.0,10.0,7.0,10.0,8.0,17.3,25.3,48.7,50.9,37.3,31.6,22.6,27.5,28.8,30.0,32.8,25.9,4.37,11.64,17.73,20.35,19.9,13.04,-9.1,-4.8,7.2,11.4,10.4,2.1,14.55,32.8,-9.1,241.6,211.1,61.75,26,131,52,92084.0,9208.4,309984.0,37.0,37.0,32.0,28.0,,,439.0,2565.0,,7578.0,56.0,143.0,10610.0
Алтайский край,горох,2020,15.5,100.54,1542.99,27.0,27.0,21.0,22.0,24.0,17.0,2.0,10.0,7.0,7.0,9.0,3.0,66.0,54.1,58.77,66.97,66.81,69.33,8.9,39.7,33.0,68.9,26.8,61.3,3.0,4.0,9.0,9.0,7.0,13.0,8.9,39.7,33.0,68.9,26.8,61.3,29.6,32.5,31.7,30.5,30.2,30.0,8.31,16.89,17.99,20.77,19.6,11.71,-6.6,2.5,6.5,11.1,10.3,-0.8,15.93,32.5,-6.6,238.6,238.6,63.64,38,138,45,211820.96,21182.1,524323.0,43.0,43.0,35.0,28.0,,,440.0,2574.0,,7473.0,54.0,142.0,10515.0
Алтайский край,горох,2021,21.6,117.52,2525.21,24.0,27.0,19.0,25.0,22.0,21.0,0.0,6.0,8.0,13.0,9.0,2.0,65.9,48.32,61.03,64.68,65.42,64.07,17.6,13.7,73.0,47.3,51.9,44.0,6.0,4.0,11.0,6.0,9.0,9.0,15.3,13.7,73.0,47.3,51.9,43.0,20.2,32.0,30.7,33.8,31.5,31.2,3.29,15.01,17.35,20.95,19.3,11.41,-9.8,0.1,6.8,11.9,8.9,-0.9,14.62,33.8,-9.8,247.5,244.2,61.54,38,138,45,202454.76,20245.48,655028.48,45.0,45.0,33.0,46.0,12.0,38.0,620.0,2656.0,15.0,7677.0,63.0,207.0,11064.0
Алтайский край,горох,2022,23.19,126.21,2923.94,22.0,26.0,16.0,20.0,21.0,23.0,0.0,11.0,10.0,4.0,3.0,4.0,65.33,41.97,64.4,69.23,69.06,59.5,38.1,19.0,104.9,61.4,51.5,47.3,8.0,5.0,14.0,11.0,10.0,7.0,36.1,19.0,104.9,61.4,51.5,37.9,24.6,31.1,34.4,29.2,29.0,30.7,5.58,16.97,18.37,19.14,16.99,12.56,-5.6,-0.7,3.7,10.6,6.3,-2.1,14.98,34.4,-5.6,322.2,310.8,61.56,32,128,55,179519.65,17951.96,790749.89,45.0,45.0,36.0,24.0,,,395.0,2459.0,,7058.0,52.0,131.0,9936.0
Алтайский край,горох,2023,17.28,147.61,,23.0,27.0,23.0,22.0,18.0,19.0,0.0,0.0,13.0,12.0,8.0,0.0,59.6,44.48,50.63,66.58,75.77,77.97,30.2,12.5,36.4,52.0,111.5,58.1,7.0,4.0,7.0,9.0,13.0,11.0,10.2,9.5,36.4,52.0,111.5,58.1,23.6,26.4,36.8,35.0,30.0,24.6,1.44,12.13,20.47,21.65,18.6,12.45,-16.2,-3.8,7.9,11.1,9.7,-0.3,14.5,36.8,-16.2,300.7,277.7,62.5,33,132,51,111217.88,11121.79,842364.16,48.0,48.0,32.0,23.0,,,398.0,2571.0,6.0,4928.0,51.0,114.0,7926.0
Алтайский край,горох,2024,15.72,156.1,,20.0,11.0,19.0,19.0,11.0,21.0,0.0,0.0,13.0,12.0,7.0,0.0,66.97,67.74,69.8,75.84,76.32,72.43,62.9,120.7,100.7,79.8,125.5,53.0,10.0,20.0,11.0,12.0,20.0,9.0,60.0,117.9,100.7,79.8,125.5,52.4,17.1,25.8,33.9,32.2,32.8,20.2,5.65,12.34,20.24,21.99,19.24,9.93,-5.8,-0.9,3.2,13.3,9.1,-1.9,14.95,33.9,-5.8,542.6,536.3,71.55,32,101,82,130896.17,13089.62,930008.46,50.0,50.0,29.0,20.0,,,413.0,2811.0,10.0,4551.0,52.0,113.0,7805.0
Алтайский край,зерновые и зернобобовые культуры,2000,13.8,3414.99,44081.35,24.0,17.0,20.0,25.0,17.0,21.0,0.0,0.0,4.0,6.0,4.0,2.0,64.67,65.26,68.17,62.23,68.81,64.13,27.9,108.7,111.8,30.1,100.6,42.1,6.0,14.0,10.0,6.0,14.0,9.0,19.0,108.7,111.8,30.1,100.6,39.3,21.1,25.4,28.7,32.3,33.3,28.4,5.11,12.72,18.52,19.18,18.54,11.6,-8.1,-3.2,8.9,10.2,8.4,0.0,14.32,33.3,-8.1,421.2,409.5,65.54,16,124,59,,,,,,,,,,,,,,,,
Алтайский край,зерновые и зернобобовые культуры,2001,13.4,3661.99,47980.59,20.0,27.0,16.0,20.0,23.0,22.0,0.0,8.0,4.0,3.0,5.0,0.0,70.77,58.77,69.13,70.48,64.61,66.77,47.2,35.2,91.2,66.9,46.9,26.9,10.0,4.0,14.0,11.0,8.0,8.0,25.1,35.2,91.2,66.9,46.9,26.9,17.4,31.8,29.0,29.7,31.3,25.8,1.83,15.72,18.73,17.59,19.12,11.31,-15.3,-3.4,9.9,8.3,9.4,0.7,14.11,31.8,-15.3,314.3,292.2,66.72,20,128,55,,,,,,,,,,,,,,,,
Алтайский край,зерновые и зернобобовые культуры,2002,13.0,3728.36,47498.71,25.0,21.0,10.0,15.0,22.0,16.0,0.0,2.0,1.0,3.0,7.0,0.0,60.93,55.81,74.03,78.1,71.74,68.17,30.4,61.0,170.2,110.0,42.1,45.7,5.0,10.0,20.0,16.0,9.0,14.0,24.7,61.0,170.2,110.0,42.1,45.7,17.7,30.7,28.7,32.4,35.5,26.9,1.99,13.53,17.64,18.24,18.24,12.38,-13.5,-1.9,8.2,10.6,8.8,0.6,13.72,35.5,-13.5,459.4,453.7,68.14,13,109,74,,,,,,,,,,,,,,,,
